internal_id,id_text,tr_oracc,tr_cdli
8137,P205894,dub-sar,dub-sar
8138,P205894,dumu,dumu
8139,P205894,inim-sa₆,inim-sa6
8140,P205894,kurušda,kuruszda
8141,P203722,1(diš),1(disz)
8142,P203722,ab₂,ab2
8143,P203722,mah₂,mah2
8144,P203722,1(diš),1(disz)
8145,P203722,gu₄,gu4
8146,P203722,amar,amar
8147,P203722,ga,ga
8148,P203722,a-ru-a,a-ru-a
8149,P203722,ki,ki
8150,P203722,lu₂-bala-sa₆-ga-ta,lu2-bala-sa6-ga-ta
8151,P203722,kišib₃,kiszib3
8152,P203722,a-hu-a,a-hu-a
8153,P203722,unu₃,unu3
8154,P203722,iti,iti
8155,P203722,mu-šu-du₇,mu-szu-du7
8156,P203722,mu,mu
8157,P203722,us₂-sa,us2-sa
8158,P203722,ki-maš{ki},ki-masz{ki}
8159,P203722,ba-hul,ba-hul
8160,P203722,a-hu-a,a-hu-a
8161,P203722,dumu,dumu
8162,P203722,en-za-ra,en-za-ra
8163,P208767,4(geš₂),4(gesz2)
8164,P208767,3(u),3(u)
8165,P208767,geme₂,geme2
8166,P208767,u₄,u4
8167,P208767,1(diš)-še₃,1(disz)-sze3
8168,P208767,zar₃,zar3
8169,P208767,tab-ba,tab-ba
8170,P208767,a-ša₃,a-sza3
8171,P208767,amar-kiši₁₇,amar-kiszi17
8172,P208767,nu-banda₃,nu-banda3
8173,P208767,a-du-mu,a-du-mu
8174,P208767,ugula,ugula
8175,P208767,ur-{d}šul-pa-e₃,ur-{d}szul-pa-e3
8176,P208767,kišib₃,kiszib3
8177,P208767,lugal-ku₃-zu,lugal-ku3-zu
8178,P208767,mu,mu
8179,P208767,hu-hu-nu-ri{ki},hu-hu-nu-ri{ki}
8180,P208767,ba-hul,ba-hul
8181,P208767,lugal-ku₃-zu,lugal-ku3-zu
8182,P208767,dub-sar,dub-sar
8183,P208767,dumu,dumu
8184,P208767,ur-nigar{gar},ur-nigar{gar}
8185,P208767,šuš₃,szusz3
8186,P202769,2(diš),2(disz)
8187,P202769,gin₂,gin2
8189,P202769,3(diš),3(disz)
8194,P202769,ki,kiszib3
8197,P202769,ur-{d}ig-alim,iri-da-a
8204,P202769,puzur₄{iš}-{d}da-gan,ur-{d}ig-alim
8208,P203959,2(u),2(u)
8209,P203959,še,sze
8210,P203959,gur,gur
8211,P203959,lugal,lugal
8212,P203959,še-numun,sze-numun
8213,P203959,a-ša₃,a-sza3
8214,P203959,a-babbar₂-še₃,a-babbar2-sze3
8215,P203959,i₃-dub,i3-dub
8216,P203959,e₂-nam-bi,e2-nam-bi
8217,P203959,kaskal-ta,kaskal-ta
8218,P203959,še,sze
8219,P203959,šuku-ra,szuku-ra
8220,P203959,ensi₂,ensi2
8221,P203959,kišib₃,kiszib3
8222,P203959,lu₂-gi-gun₄,lu2-gi-gun4
8223,P203959,giri₃,giri3
8224,P203959,lu₂-iri-sag-ka,lu2-iri-sag-ka
8225,P203959,iti,iti
8226,P203959,ezem-{d}dumu-zi,ezem-{d}dumu-zi
8227,P203959,mu,mu
8228,P203959,us₂-sa,us2-sa
8229,P203959,ki-maš{ki},ki-masz{ki}
8230,P203959,ba-hul,ba-hul
8231,P203959,mu,mu
8232,P203959,us₂-sa-bi,us2-sa-bi
8233,P203959,lu₂-{d}suen,lu2-{d}suen
8234,P203959,dub-sar,dub-sar
8235,P203959,dumu,dumu
8236,P203959,ur-ba-gara₂,ur-ba-gara2
8237,P205929,3(geš₂),3(gesz2)
8238,P205929,4(u),4(u)
8239,P205929,7(aš),7(asz)
8240,P205929,2(barig),2(barig)
8241,P205929,5(diš),5(disz)
8242,P205929,sila₃,sila3
8243,P205929,še,sze
8244,P205929,gur,gur
8245,P205929,la₂-ia₃,la2-ia3
8246,P205929,su-ga,su-ga
8247,P205929,ki,ki
8248,P205929,lu₂-{d}nin-gir₂-su,lu2-{d}nin-gir2-su
8249,P205929,dumu,dumu
8250,P205929,i₃-kal-la-ta,i3-kal-la-ta
8251,P205929,ur-gu-la,ur-gu-la
8252,P205929,šu,szu
8253,P205929,ba-ti,ba-ti
8254,P205929,iti,iti
8255,P205929,ezem-{d}šul-gi,ezem-{d}szul-gi
8256,P205929,mu,mu
8257,P205929,en,en
8258,P205929,{d}inanna,{d}inanna
8259,P205929,maš-e,masz-e
8260,P205929,i₃-pa₃,i3-pa3
8261,P205929,ur-gu-la,ur-gu-la
8262,P205929,dub-sar,dub-sar
8263,P205929,dumu,dumu
8264,P205929,ur-tur,ur-tur
8265,P205929,nu-banda₃,nu-banda3
8266,P205929,kurušda,kuruszda
8267,P205737,1(ban₂),1(ban2)
8268,P205737,ninda,ninda
8269,P205737,sig₅,sig5
8270,P205737,ki,ki
8271,P205737,ab-ba-sa₆-ga-ta,ab-ba-sa6-ga-ta
8272,P205737,kišib₃,kiszib3
8273,P205737,ur-{d}ig-alim,ur-{d}ig-alim
8274,P205737,mu,mu
8275,P205737,e₂,e2
8276,P205737,{d}šara₂,{d}szara2
8277,P205737,ba-du₃,ba-du3
8278,P205737,ur-{d}ig-alim,ur-{d}ig-alim
8279,P205737,dub-sar,dub-sar
8280,P205737,dumu,dumu
8281,P205737,lugal-ki-gal-la,lugal-ki-gal-la
8282,P205017,4(u),4(u)
8283,P205017,la₂,la2
8284,P205017,1(diš),1(disz)
8285,P205017,ma-na,ma-na
8286,P205017,siki,siki
8287,P205017,tug₂,tug2
8288,P205017,3(diš)-kam,3(disz)-kam
8289,P205017,us₂,us2
8290,P205017,2(aš),2(asz)
8291,P205017,gun₂,gu2
8292,P205017,5(u),5(u)
8293,P205017,7(diš),7(disz)
8294,P205017,ma-na,ma-na
8295,P205017,siki,siki
8296,P205017,tug₂,tug2
8297,P205017,4(diš)-kam,4(disz)-kam
8298,P205017,us₂,us2
8302,P205017,ur-{d}ba-ba₆,ur-{d}nin-gesz-zi-da
8303,P205017,šu,dumu
8304,P205017,ba-ti,ur-{d}ba-ba6
8312,P203691,2(u),2(u)
8313,P203691,guruš,gurusz
8314,P203691,šeš-tab-ba,szesz-tab-ba
8315,P203691,ma₂-lah₅,ma2-lah5
8316,P203691,1(barig),1(barig)
8317,P203691,še,sze
8318,P203691,lugal-ta,lugal-ta
8319,P203691,1(ban₂),1(ban2)
8320,P203691,zi₃-ta,zi3-ta
8321,P203691,še,sze
8322,P203691,zi₃-bi,zi3-bi
8323,P203691,7(aš),7(asz)
8324,P203691,gur,gur
8325,P203691,ki,ki
8326,P203691,ur-mes-ta,ur-mes-ta
8327,P203691,mu-ni-še₃,mu-ni-sze3
8328,P203691,kišib₃,kiszib3
8329,P203691,nu-da-gal₂-še₃,nu-da-gal2-sze3
8330,P203691,kišib₃,kiszib3
8331,P203691,lu₂-nigin₆{ki},lu2-nigin6{ki}
8332,P203691,ib₂-ra,ib2-ra
8333,P203691,iti,iti
8334,P203691,gu₄-da-bi₂-mu₂-mu₂,gu4-da-bi2-mu2-<mu2>
8335,P203691,mu,mu
8336,P203691,us₂-sa,us2-sa
8337,P203691,ki-maš{ki},ki-masz{ki}
8338,P203691,lu₂-nigin₆{ki},lu2-nigin6{ki}
8339,P203691,ma₂-lah₅,ma2-lah5
8340,P203691,dumu,dumu
8341,P203691,ur-sa₆-ga,ur-sa6-ga
8342,P205376,2(diš),2(disz)
8343,P205376,dusu₂,dusu2
8344,P205376,5(diš),5(disz)
8345,P205376,gin₂,gin2
8346,P205376,ki,ki
8347,P205376,ur-{d}nanše-ta,ur-{d}nansze-ta
8348,P205376,ur-{d}ba-ba₆,ur-{d}ba-ba6
8349,P205376,i₃-dab₅,i3-dab5
8350,P205376,engar,engar
8351,P205376,{d}nanše-še₃,{d}nansze-sze3
8352,P205376,kišib₃,kiszib3
8353,P205376,ur-ma-ma,ur-ma-ma
8354,P205376,giri₃,giri3
8355,P205376,lugal-igi-huš,lugal-igi-husz
8356,P205376,u₃,u3
8357,P205376,ur-{d}ba-ba₆,ur-{d}ba-ba6
8358,P205376,ša₃,sza3
8359,P205376,uru₁₁,uru11
8360,P205376,mu,mu
8361,P205376,us₂-sa,us2-sa
8362,P205376,si-ma-num₂{ki},si-ma-num2{ki}
8363,P205376,ba-hul,ba-hul
8364,P205376,ur-{d}ba-ba₆,ur-{d}ba-ba6
8365,P205376,dub-sar,dub-sar
8366,P205376,dumu,dumu
8368,P205818,1(barig),1(barig)
8369,P205818,še,sze
8370,P205818,ki,ki
8371,P205818,ur-bad₃-tibirₓ(KU)-ra-ta,ur-bad3-tibirx(KU)-ra-ta
8372,P205818,kišib₃,kiszib3
8373,P205818,lu₂-sa₆-ga,lu2-sa6-ga
8374,P205818,su-su-dam,su-su-dam
8375,P205818,mu,mu
8376,P205818,lu₂-sa₆-ga,lu2-sa6-ga
8377,P205818,kišib₃,kiszib3
8378,P205818,nam-zi-tar-ra,nam-zi-tar-ra
8379,P205818,mu,mu
8380,P205818,{d}i-bi₂-{d}suen,{d}i-bi2-{d}suen
8381,P205818,lugal,lugal
8382,P205818,nam-zi-tar-ra,nam-zi-tar-ra
8383,P205818,dub-sar,dub-sar
8384,P205818,dumu,dumu
8385,P205818,ba-zi,ba-zi
8386,P206496,1(diš),1(disz)
8387,P206496,ma₂,ma2
8388,P206496,3(u),3(u)
8389,P206496,nag,nag
8390,P206496,lugal,lugal
8391,P206496,ki,ki
8392,P206496,ur-mes,ur-mes
8394,P206496,1(diš),1(disz)
8395,P206496,ma₂,ma2
8396,P206496,4(u),4(u)
8397,P206496,dub-ba,dub-ba
8398,P206496,1(diš),1(disz)
8399,P206496,ma₂,ma2
8400,P206496,3(u),3(u)
8401,P206496,kikken₂,kikken2
8402,P206496,dam,dam
8403,P206496,sukkal-mah,sukkal-mah
8404,P206496,1(diš),1(disz)
8405,P206496,ma₂,ma2
8406,P206496,4(u),4(u)
8407,P206496,gur,gur
8408,P206496,ki,ki
8409,P206496,ba-zi,ba-zi
8410,P206496,1(diš),1(disz)
8411,P206496,ma₂,ma2
8412,P206496,5(u),5(u)
8413,P206496,gur,gur
8414,P206496,ki,ki
8415,P206496,u₃-ma-ni,u3-ma-ni
8416,P206496,šu-a-gi-na,szu-a
8417,P205391,3(aš),3(asz)
8418,P205391,2(barig),2(barig)
8419,P205391,2(ban₂),2(ban2)
8420,P205391,ninda,ninda
8421,P205391,du,du
8422,P205391,gur,gur
8423,P205391,na-ap-da-num,na-ap-da-num
8424,P205391,zi-ga,zi-ga
8425,P205391,lu₂-gi-na,lu2-gi-na
8426,P205391,u₄,u4
8427,P205391,1(u),1(u)
8428,P205391,3(diš)-kam,3(disz)-kam
8429,P205391,kišib₃,kiszib3
8430,P205391,lugal-en₃-tar-su₃,lugal-en3-tar-su3
8431,P205391,iti,iti
8432,P205391,šu-numun,szu-numun
8433,P205391,mu,mu
8434,P205391,us₂-sa,us2-sa
8435,P205391,ma₂,ma2
8436,P205391,dara₄,dara4
8437,P205391,ab-zu,ab-zu
8438,P205391,ba-ab-du₈,ba-ab-du8
8439,P205391,lugal-en₃-tar-su₃,lugal-en3-tar-su3
8440,P205391,dub-sar,dub-sar
8441,P205391,dumu,dumu
8442,P205391,lu₂-{d}šubur,lu2-{d}szubur
8443,P205747,6(geš₂),6(gesz2)
8444,P205747,še,sze
8445,P205747,gur,gur
8446,P205747,i₃-dub,i3-dub
8447,P205747,a-sag-du₃-du-ta,a-sag-du3-du-ta
8448,P205747,puzur₄-{d}inanna,puzur4!(|PU3.<SZA>|)-{d}inanna
8449,P205747,1(geš₂),1(gesz2)
8450,P205747,gur,gur
8451,P205747,{d}en-lil₂-ra-bi,{d}en-lil2-ra-bi
8452,P205747,kišib₃,kiszib3
8453,P205747,na-ni,na-ni
8454,P205747,mu,mu
8455,P205747,e₂,e2
8456,P205747,{d}šara₂,{d}szara2
8457,P205747,umma{ki},umma{ki}
8458,P205747,ba-du₃,ba-du3
8459,P205747,a₂-zi-da,a2-zi-da
8460,P205747,dub-sar,dub-sar
8461,P205747,dumu,dumu
8462,P205747,šeš-šeš,szesz-szesz
8463,P205563,1(diš),1(disz)
8464,P205563,gu₄,gu4
8465,P205563,ku₃,ku3
8466,P205563,ki,ki
8467,P205563,ur-{d}nanše-ta,ur-{d}nansze-ta
8469,P205563,{d}nin-sun₂-še₃,{d}nin-sun2-sze3
8470,P205563,kišib₃,kiszib3
8471,P205563,ur-{d}ba-ba₆,ur-{d}ba-ba6
8472,P205563,giri₃,giri3
8473,P205563,en-in-na-kal,en-in-na-kal
8474,P205563,mu,mu
8475,P205563,na,na
8476,P205563,mah,mah
8477,P205563,ba-du₃,ba-du3
8478,P205563,ur-{d}ba-ba₆,ur-{d}ba-ba6
8479,P205563,dub-sar,dub-sar
8480,P205563,dumu,dumu
8481,P205563,{d}utu-mu,{d}utu-mu
8482,P205563,sa₁₂-du₅-ka,sa12-du5-ka
8483,P204697,2(aš),2(asz)
8484,P204697,2(diš),2(disz)
8485,P204697,1/2(diš),1/2(disz)
8486,P204697,sila₃,sila3
8487,P204697,i₃-geš,i3-gesz
8488,P204697,gur,gur
8489,P204697,lugal,lugal
8490,P204697,ki,ki
8491,P204697,ur-ab-ba-ta,ur-ab-ba-ta
8492,P204697,i₃,i3
8493,P204697,tug₂-ge,tug2-ge
8494,P204697,ak-de₃,<ak>-de3
8495,P204697,ur-{d}nin-mar{ki},ur-{d}nin-mar{ki}
8496,P204697,dumu,dumu
8497,P204697,lugal-sa₆-ga,lugal-sa6-ga
8498,P204697,šu,szu
8499,P204697,ba-ti,ba-ti
8500,P204697,iti,iti
8501,P204697,GAN₂-maš-ta,GAN2-masz-ta
8502,P204697,iti,iti
8503,P204697,mu-šu-du₇-še₃,mu-szu-du7-sze3
8504,P204697,mu,mu
8505,P204697,en-mah-gal-an-na,en-mah-gal-an-na
8506,P204697,en,en
8507,P204697,{d}nanna,{d}nanna
8508,P204697,ba-hun,ba-hun
8509,P204697,ur-{d}nin-mar{ki},ur-{d}nin-mar{ki}
8510,P204697,dub-sar,dub-sar
8511,P204697,dumu,dumu
8512,P204697,lugal-sa₆-ga,lugal-sa6-ga
8513,P204697,dub-sar,dub-sar
8514,P205325,1(gešʾu),1(gesz'u)
8515,P205325,pa,pa
8516,P205325,{geš}gešimmar,{gesz}geszimmar
8517,P205325,4(diš),4(disz)
8518,P205325,giri₃-lam,giri3-lam
8519,P205325,5(diš),5(disz)
8520,P205325,nig₂-ki-luh,nig2-ki-luh
8521,P205325,3(u),3(u)
8522,P205325,ma-na,ma-na
8523,P205325,mangaga,mangaga
8524,P205325,ki,ki
8525,P205325,a₂-na-na-ta,a2-na-na-ta
8526,P205325,kišib₃,kiszib3
8527,P205325,ur-{d}lamma,ur-{d}lamma
8528,P205325,iti,iti
8529,P205325,ezem-{d}li₉-si₄,ezem-{d}li9-si4
8530,P205325,mu,mu
8537,P203398,1(u),1(u)
8538,P203398,udu,udu
8539,P203398,niga,niga
8540,P203398,2(diš),2(disz)
8541,P203398,udu,udu
8542,P203398,5(diš),5(disz)
8543,P203398,sila₄,sila4
8544,P203398,1(diš),1(disz)
8545,P203398,ud₅,ud5
8546,P203398,maš₂,masz2
8547,P203398,nu₂-a,nu2-a
8548,P203398,1(diš),1(disz)
8549,P203398,ud₅,ud5
8550,P203398,2(diš),2(disz)
8551,P203398,maš₂,masz2
8552,P203398,1(ban₂),1(ban2)
8553,P203398,4(diš),4(disz)
8554,P203398,sila₃,sila3
8555,P203398,ga-še-a,ga-sze-a
8563,P203398,la₂,masz2
8564,P203398,1(diš)-kam,zi-ga
8571,P204096,3(barig),3(barig)
8572,P204096,še,sze
8573,P204096,lugal,lugal
8574,P204096,še,sze
8575,P204096,ur₅-ra,ur5-ra
8576,P204096,i₃-dub,i3-dub
8577,P204096,he-gal₂-ta,he-gal2-ta
8578,P204096,ki,ki
8579,P204096,sanga,sanga
8580,P204096,{d}nin-mar{ki}-ka-ta,{d}nin-mar{ki}-ka-ta
8581,P204096,kišib₃,kiszib3
8582,P204096,ur-bara₂,ur-bara2
8583,P204096,muhaldim,muhaldim
8584,P204096,lu₂-{d}utu,lu2-{d}utu
8585,P204096,a-igi-du₈-še₃,a-igi-du8-sze3
8586,P204096,mu,mu
8587,P204096,{d}amar-{d}suen,{d}amar-{d}suen
8588,P204096,lugal,lugal
8589,P204096,ur-bara₂,ur-bara2
8590,P204096,dub-sar,dub-<sar>
8591,P204096,dumu,dumu
8592,P204096,nig₂-{d}ba-ba₆,nig2-{d}ba-ba6
8593,P205746,3(u),3(u)
8594,P205746,1(aš),1(asz)
8595,P205746,3(barig),3(barig)
8596,P205746,5(ban₂),5(ban2)
8597,P205746,še,sze
8598,P205746,gur,gur
8599,P205746,zi₃-KA,zi3-KA
8600,P205746,e₂,e2
8601,P205746,{d}nin-dar-a,{d}nin-dar-a
8602,P205746,ki,ki
8603,P205746,lu₂-dingir-ra-ta,lu2-dingir-ra-ta
8604,P205746,kišib₃,kiszib3
8605,P205746,ur-{d}da-mu,ur-{d}da-mu
8606,P205746,giri₃,giri3
8607,P205746,ur-{d}šuš₃-{d}ba-ba₆,ur-{d}szusz3-{d}ba-ba6
8608,P205746,mu,mu
8609,P205746,e₂,e2
8610,P205746,{d}šara₂,{d}szara2
8611,P205746,umma{ki},umma{ki}
8612,P205746,ba-du₃,ba-du3
8613,P205746,ur-{d}da-mu,ur-{d}da-mu
8614,P205746,dub-sar,dub-sar
8615,P205746,dumu,dumu
8616,P205746,lu₂-gu-la,lu2-[gu-la?]
8617,P204229,2(barig),2(barig)
8618,P204229,1(ban₂),1(ban2)
8619,P204229,5(diš),5(disz)
8620,P204229,sila₃,sila3
8621,P204229,gig,gig
8622,P204229,lugal,lugal
8623,P204229,1(u),1(u)
8624,P204229,5(aš),5(asz)
8625,P204229,3(barig),3(barig)
8626,P204229,še,sze
8627,P204229,gur,gur
8628,P204229,lugal,lugal
8629,P204229,la₂-ia₃,la2-ia3
8630,P204229,su-ga,su-ga
8631,P204229,ki,ki
8632,P204229,ur-eš₃-ku₃-ga-ta,ur-esz3-ku3-ga-ta
8633,P204229,kišib₃,kiszib3
8634,P204229,ka-tar-{d}ba-ba₆,ka-tar-{d}ba-ba6
8635,P204229,dumu,dumu
8636,P204229,erin-da,erin-da
8637,P204229,e₂-kikken₂,e2-kikken2
8638,P204229,ba-an-ku₄,ba-an-ku4
8639,P204229,iti,iti
8640,P204229,GAN₂-maš,GAN2-masz
8641,P204229,mu,mu
8642,P204229,amar-{d}suen,amar-{d}suen
8643,P204229,lugal,lugal
8644,P204229,ka-tar-{d}ba-ba₆,ka-tar-{d}ba-ba6
8645,P204229,dumu,dumu
8646,P204229,erin-da,erin-da
8647,P204229,gu-za-la₂,gu-za-la2
8648,P203181,7(aš),7(asz)
8649,P203181,1(barig),1(barig)
8650,P203181,še,sze
8651,P203181,gur,gur
8652,P203181,lugal,lugal
8653,P203181,a₂,a2
8654,P203181,hun-ga₂,hun-ga2
8655,P203181,erin₂,erin2
8656,P203181,bala,bala
8657,P203181,tuš-a,tusz-a
8658,P203181,ki,ki
8659,P203181,ab-ba-kal-la-ta,ab-ba-kal-la-ta
8660,P203181,bad₃-da-bad₃-da,bad3-da-bad3-da
8661,P203181,šu,szu
8662,P203181,ba-ti,ba-ti
8663,P203181,nu-banda₃,nu-banda3
8664,P203181,ur-sa₆-ga,ur-sa6-ga
8665,P203181,gu-za-la₂,gu-za-la2
8666,P203181,i₃-dub,i3-dub
8667,P203181,ambar{ki}-ta,ambar{ki}-ta
8668,P203181,mu,mu
8669,P203181,us₂-sa,us2-sa
8670,P203181,si-mu-ur₄-ru-um,si-mu-ur4-ru-um
8671,P203181,lu-lu-bu,lu-lu-bu
8672,P203181,a-ra₂,a-ra2
8673,P203181,9(diš)-kam-aš,9(disz)-kam-asz
8674,P203181,ba-hul,ba-hul
8675,P205697,n+4(u),[n]+4(u)
8676,P205697,tug₂-guz-za,tug2
8685,P205697,iti,ba-ti
8692,P205697,mah,ma2-gur8
8694,P205697,{d}nin-lil₂-ra,{d}en-lil2
8698,P205697,kal-ga,lugal
8699,P205697,lugal,[kal-ga]
8704,P204807,3(geš₂),3(gesz2)
8705,P204807,še,sze
8706,P204807,gur,gur
8707,P204807,lugal,lugal
8708,P204807,ki,ki
8709,P204807,lu₂-me-lam₂,lu2-me-lam2
8710,P204807,dumu,dumu
8711,P204807,lu₂-kal-la-ta,lu2-kal-la-ta
8712,P204807,ur-sa₆-ga,ur-sa6-ga
8713,P204807,šu,szu
8714,P204807,ba-ti,ba-ti
8715,P204807,iti,iti
8716,P204807,še-sag₁₁-ku₅,sze-sag11-ku5
8717,P204807,mu,mu
8718,P204807,us₂-sa,us2-sa
8719,P204807,en-mah-gal-an-na,en-mah-gal-an-na
8720,P204807,ba-hun,ba-hun
8721,P203029,1(geš₂),1(gesz2)
8722,P203029,{uruda}ha-bu₃-da,{uruda}ha-bu3-da
8723,P203029,ki-la₂-bi,ki-la2-bi
8724,P203029,3(u),3(u)
8725,P203029,6(diš),6(disz)
8726,P203029,ma-na,ma-na
8727,P203029,1(u),1(u)
8728,P203029,6(diš),6(disz)
8729,P203029,gin₂,gin2
8731,P203029,ki,ki
8732,P203029,ur-{d}nin-geš-zi-da-ta,ur-{d}nin-gesz-zi-da-ta
8733,P203029,lugal-im-ru-a,lugal-im-ru-a
8734,P203029,šu,szu
8735,P203029,ba-ti,ba-ti
8736,P203029,giri₃,giri3
8737,P203029,ur-{d}lamma,ur-{d}lamma
8738,P203029,giri₃,giri3
8739,P203029,ur-nigar{gar},ur-nigar{gar}
8740,P203029,u₃,u3
8741,P203029,ba-zi,ba-zi
8742,P203029,mu,mu
8743,P203029,si-ma-num₂{ki},si-ma-num2{ki}
8744,P203029,ba-hul,ba-hul
8745,P202882,2(aš),2(asz)
8746,P202882,2(barig),2(barig)
8747,P202882,5(ban₂),5(ban2)
8748,P202882,1(diš),1(disz)
8749,P202882,1/3(diš),1/3(disz)
8750,P202882,sila₃,sila3
8751,P202882,še,sze
8752,P202882,gur,gur
8753,P202882,lugal,lugal
8754,P202882,ki,ki
8755,P202882,lu₂-gu-la-ta,lu2-gu-la-ta
8756,P202882,kišib₃,kiszib3
8757,P202882,ur-{d}ištaran,ur-{d}isztaran
8758,P202882,iti,iti
8759,P202882,šu-numun,szu-numun
8760,P202882,mu,mu
8761,P202882,ša-aš-ru-um{ki},sza-asz-ru-um{ki}
8762,P202882,ba-hul,ba-hul
8763,P202882,ur-{d}ištaran,ur-{d}isztaran
8764,P202882,dub-sar,dub-sar
8765,P202882,dumu,dumu
8766,P202882,na-ba-sa₆,na-ba-sa6
8776,P205333,dub-sar,gur
8779,P205333,arad₂-zu,erin2
8780,P205491,3(u),3(u)
8781,P205491,še,sze
8782,P205491,gur,gur
8783,P205491,lugal,lugal
8784,P205491,i₃-dub,i3-dub
8785,P205491,a-lal₃,a-lal3
8786,P205491,tur-ta,tur-ta
8787,P205491,ki,ki
8788,P205491,ab-ba-kal-la-ta,ab-ba-kal-la-ta
8789,P205491,mu,mu
8790,P205491,{d}utu-a-še₃,{d}utu-a-sze3
8791,P205491,kišib₃,kiszib3
8792,P205491,ur-{d}nanše,ur-{d}nansze
8793,P205491,dumu,dumu
8794,P205491,na-ba-sa₆,na-ba-sa6
8795,P205491,mu,mu
8796,P205491,us₂-sa,us2-sa
8797,P205491,{d}šu-{d}suen,{d}szu-{d}suen
8798,P205491,lugal-e,lugal-e
8799,P205491,bad₃,bad3
8800,P205491,mar-tu,mar-tu
8801,P205491,mu-ri-iq-ti-id-ni-im,mu-ri-iq
8805,P205491,dumu,dub-sar
8807,P202878,1(diš),1(disz)
8808,P202878,sila₄,sila4
8809,P202878,ki-mah-še₃,ki-mah-sze3
8810,P202878,si₄-u₂-da-ta,si4-u2-da-ta
8811,P202878,2(diš),2(disz)
8812,P202878,maš₂,masz2
8813,P202878,ki,ki
8814,P202878,geš-la₂-gaba-še₃,gesz-la2-gaba-sze3
8815,P202878,giri₃,giri3
8816,P202878,{d}šul-gi-ezem-ma,{d}szul-gi-ezem-ma
8817,P202878,ki,ki
8818,P202878,ur-sag-ub₃{ki},ur-sag-ub3{ki}
8819,P202878,zi-ga,zi-ga
8820,P202878,lu₂-bi-mu,lu2-bi-mu
8821,P202878,mu,mu
8822,P202878,gu₄-ra₂-bi₂-mu₂-mu₂,gu4-ra2-bi2-mu2-mu2
8823,P202878,mu,mu
8824,P202878,ša-aš-ru-um{ki},sza-asz-ru-um{ki}
8825,P203399,5(diš),5(disz)
8826,P203399,ab₂,ab2
8827,P203399,mah₂,mah2
8828,P203399,ab₂,ab2
8829,P203399,na-ra-am-i₃-li₂,na-ra-am-i3-li2
8830,P203399,ki,ki
8831,P203399,lu₂-dingir-ra-ta,lu2-dingir-ra-ta
8832,P203399,ad-da,ad-da
8833,P203399,sanga,sanga
8834,P203399,{d}inanna,{d}inanna
8835,P203399,i₃-dab₅,i3-dab5
8836,P203399,iti,iti
8837,P203399,munu₄-gu₇,munu4-gu7
8838,P203399,mu,mu
8839,P203399,us₂-sa,us2-sa
8840,P203399,ki-maš{ki},ki-masz<{ki}>
8841,P203399,ba-hul,ba-hul
8842,P203399,ad-da,ad-da
8843,P203399,dub-sar,dub-sar
8844,P203399,dumu,dumu
8845,P203399,lugal-x,lugal-[...]
8846,P203399,sanga,sanga
8847,P203399,{d}inanna,{d}inanna
8848,P205328,1(aš),1(asz)
8849,P205328,4(barig),4(barig)
8850,P205328,2(ban₂),2(ban2)
8851,P205328,ninda,ninda
8852,P205328,du,du
8853,P205328,gur,gur
8854,P205328,lugal,lugal
8855,P205328,ki,ki
8856,P205328,ur-{d}ig-alim-ta,ur-{d}ig-alim-ta
8857,P205328,kišib₃,kiszib3
8858,P205328,ur-ga₂-nun-na,ur-ga2-nun-na
8859,P205328,giri₃,giri3
8860,P205328,ARAD₂,ARAD2
8861,P205328,u₄,u4
8862,P205328,1(u),1(u)
8863,P205328,1(diš)-kam,1(disz)-kam
8864,P205328,iti,iti
8865,P205328,munu₄-gu₇,munu4-gu7
8866,P205328,mu,mu
8867,P205328,us₂-sa,us2-sa
8868,P205328,ma₂-dara₄-abzu,ma2-dara4
8869,P205328,ba-ab-du₈,abzu
8870,P205328,ur-ga₂-nun-na,ba-ab-du8
8872,P205328,dumu,dub-sar
8874,P203744,1(u),1(u)
8875,P203744,9(aš),9(asz)
8876,P203744,4(barig),4(barig)
8877,P203744,1(ban₂),1(ban2)
8878,P203744,5(diš),5(disz)
8879,P203744,sila₃,sila3
8880,P203744,zi₃,zi3
8881,P203744,sig₅,sig5
8882,P203744,gur,gur
8883,P203744,lugal,lugal
8884,P203744,1(u),1(u)
8885,P203744,9(aš),9(asz)
8886,P203744,2(barig),2(barig)
8887,P203744,6(diš),6(disz)
8888,P203744,sila₃,sila3
8889,P203744,dabin,dabin
8890,P203744,gur,gur
8891,P203744,3(aš),3(asz)
8892,P203744,4(barig),4(barig)
8893,P203744,nig₂-ar₃-ra,nig2-ar3-ra
8894,P203744,du,du
8895,P203744,gur,gur
8896,P203744,ša₃,sza3
8897,P203744,e₂-kišib₃-ba,e2-kiszib3-ba
8898,P203744,1(u),1(u)
8899,P203744,6(aš),6(asz)
8900,P203744,2(barig),2(barig)
8901,P203744,3(ban₂),3(ban2)
8902,P203744,2(diš),2(disz)
8903,P203744,1/3(diš),1/3(disz)
8904,P203744,sila₃,sila3
8905,P203744,dabin,dabin
8906,P203744,gur,gur
8907,P203744,e₂-muhaldim,e2-muhaldim
8908,P203744,lu₂-{d}nin-gir₂-su,lu2-{d}nin-gir2-su
8909,P203744,4(barig),4(barig)
8910,P203744,2(ban₂),2(ban2)
8911,P203744,dabin,dabin
8912,P203744,e₂-muhaldim,e2-muhaldim
8913,P203744,ur-mes,ur-mes
8914,P203744,ki,ki
