internal_id,id_text,tr_oracc,tr_cdli
1,P362523,1(aš),1(asz)
2,P362523,še,sze
3,P362523,gur,gur
4,P362523,ki,ki
5,P362523,i₃-kal-la,i3-kal-la
6,P362523,nam-lugal-ni-du₁₀,nam-lugal-ni-du10
7,P362523,šu,szu
8,P362523,ba-ti,ba-ti
9,P362523,iti,iti
10,P362523,dal,dal
11,P362523,mu,mu
12,P362523,{d}i-bi₂-{d}suen,{d}i-bi2-{d}suen
13,P362523,lugal,lugal
14,P362523,nam-lugal-ni-du₁₀,nam-lugal-ni-du10
15,P362523,dub-sar,dub-sar
16,P362523,dumu,dumu
17,P362523,ur-dun,ur-dun
18,P362523,ugula,ugula
19,P293371,1(diš),1(disz)
20,P293371,ma-na,ma-na
21,P293371,ku₃-babbar,ku3-babbar
22,P293371,1(diš),1(disz)
23,P293371,ma-na,ma-n
24,P293371,ṣi₂-ṣu₂-na-aw-ra-at,"s,i2-s,u2-na-aw-ra-at"
25,P293371,1/2(diš),1/2(disz)
26,P293371,ma-na,ma-na
27,P293371,a-ra₂,a-ra2
28,P293371,1(diš)-kam,1(disz)-kam
29,P293371,1/2(diš),1/2(disz)
30,P293371,ma-na,ma-na
31,P293371,šu-bu-lum,szu!?-bu-lum
32,P293371,1(diš),1(disz)
33,P293371,ma-na,ma-na
34,P293371,lu₂-{d}nanna,lu2-{d}nanna
35,P293371,2(u),2(u)
36,P293371,sar,sar
37,P293371,sa-a-lum,sa-a-lum
38,P293371,1(diš),1(disz)
39,P293371,1/2(diš),1/2(disz)
40,P293371,sar,sar
41,P293371,dingir-bi-ni,dingir-bi-ni
42,P293371,1(u),1(u)
43,P293371,3(diš),3(disz)
44,P293371,sar,sar
45,P293371,en-num-{d}da-mu,en-num-{d}da-mu
46,P293371,5(diš),5(disz)
47,P293371,gin₂,gin2
48,P293371,dingir{+lum}-ma,dingir{+lum}-ma
49,P293371,7(diš),7(disz)
50,P293371,sar,sar
51,P293371,{d}da-mu-gal-zu,{d}da-mu-gal-zu
52,P293371,1(u),1(u)
53,P293371,5(diš),5(disz)
54,P293371,du-ku-i₃-din,du-ku-i3-din
55,P293371,1(u),1(u)
56,P293371,gin₂,gin2
57,P293371,i-ṣi₂-sa-re-e,"i-s,i2-sa-re-e"
58,P293371,1/3(diš),1/3(disz)
59,P293371,ma-na,ma-na
60,P293371,en-um-{d}suen,en-um-{d}suen
61,P293371,1(iku),1(iku)
62,P293371,GAN₂,GAN2
63,P293371,1(u),1(u)
64,P293371,sar,sar
65,P293371,ip-qu₂-ša,ip-qu2-sza
66,P293371,1/3(diš),1/3(disz)
67,P293371,ma-na,ma-na
68,P293371,ib-ni-{d}suen,ib-ni-{d}suen
69,P293371,mu,mu
70,P293371,us₂-sa,us2-sa
71,P293371,ugnim,ugnim
72,P293371,kiš{ki},kisz{ki}
73,P293371,{geš}tukul,{gesz}tukul
74,P293371,ba-an-sig₃,ba-an-sig3
75,P293371,1(diš),1(disz)
76,P293371,ma-na,ma-na
77,P293371,1(u),1(u)
78,P293371,gin₂,gin2
79,P293371,{d}suen-na-ṣi-ir,"{d}suen-na-s,i-ir"
80,P293371,1(diš),1(disz)
81,P293371,ma-na,ma-na
82,P293371,lu₂-{d}nanna,lu2-{d}nanna
83,P293371,1/3(diš),1/3(disz)
84,P293371,ma-na,ma-na
85,P293371,4(diš),4(disz)
86,P293371,gin₂,gin2
87,P293371,gaz-kur,gaz-kur
88,P293371,1(u),1(u)
89,P293371,gin₂,gin2
90,P293371,sa₁₀,sa10
91,P293371,sag-nita₂,sag-nita2
92,P293371,1(u),1(u)
93,P293371,gin₂,gin2
94,P293371,{d}da-mu-gal-zu,{d}da-mu-gal-zu
95,P293371,1(u),1(u)
96,P293371,5(diš),5(disz)
97,P293371,sar,sar
98,P293371,sa-a-lum,sa-a-lum
99,P293371,7(diš),7(disz)
100,P293371,sar,sar
101,P293371,1(u),1(u)
102,P293371,5(diš),5(disz)
103,P293371,{d}da-mu-gal-zu,{d}da-mu-gal-zu
104,P293371,1(u),1(u)
105,P293371,6(diš),6(disz)
106,P293371,sar,sar
107,P293371,en-num-{d}da-mu,en-num-{d}da-mu
108,P293371,1/2(diš),1/2(disz)
109,P293371,ma-na,ma-na
110,P293371,tu-ub-qum,tu-ub-qum
111,P293371,1(diš),1(disz)
112,P293371,1/2(diš),1/2(disz)
113,P293371,ma-na,ma-na
114,P293371,ba-a-nu-um,ba-a-nu-um
115,P293371,7(diš),7(disz)
116,P293371,1/2(diš),1/2(disz)
117,P293371,sar,sar
118,P293371,ARAD-{d}ku-gal,ARAD-{d}ku-gal
119,P293371,3(diš),3(disz)
120,P293371,sar,sar
121,P293371,dingir-šu-mu-ba-li₂-iṭ,"dingir-szu-mu-ba-li2-it,"
122,P293371,šu,szu
123,P293371,ti-a,ti-a
124,P293371,lu₂-igi-sa₃,lu2-igi-sa3
125,P292798,1(diš),1(disz)
126,P292798,sar,sar
127,P292798,kislah,kislah
128,P292798,a₂,a2
129,P292798,e₂,e2
130,P292798,i₃-li₂-en-nam,i3-li2-en-nam
131,P292798,e₂,e2
132,P292798,ri-im-{d}suen,ri-im-{d}suen
133,P292798,ki,ki
134,P292798,ri-im-{d}suen,ri-im-{d}suen
135,P292798,{diš}lu₂-igi-sa₆,{disz}lu2-igi-sa6
136,P292798,in-ši-sa₁₀,in-szi-sa10
137,P292798,9(diš),9(disz)
138,P292798,gin₂,gin2
139,P292798,ku₃-babbar,ku3-babbar
140,P292798,sa₁₀-am₃,sa10-am3
141,P292798,til-la-ni-še₃,til-la-ni-sze3
142,P292798,in-na-la₂,in-na-la2
151,P292798,{d}nanna,{d}utu
185,P286513,6(diš),6(disz)
186,P286513,sila₃,sila3
187,P286513,še-geš-i₃,sze-gesz-i3
188,P286513,mu-kuₓ(DU),mu-kux(DU)
189,P286513,a-bi-i-din-na-aš,a-bi-i-din-na-asz
190,P286513,lu₂,lu2
191,P286513,sa₃-li-lum,sa3-li-lum
192,P286513,kišib,kiszib
193,P286513,{d}da-mu-gal-zu,{d}da-mu-gal-zu
194,P286513,iti,iti
195,P286513,kin-{d}inanna,kin-{d}inanna
196,P286513,mu,mu
197,P286513,a-ku-us{ki},a-ku-us{ki}
198,P286513,ba-hul,ba-hul
199,P286513,{d}da-mu-gal-zu,{d}da-mu-gal-zu
200,P286513,dub-sar,dub-sar
201,P286513,dumu,[dumu
202,P286513,nig₂-gur₁₁-{d}suen,nig2]-gur11-{d}suen
203,P292805,1(aš),1(asz)!
204,P292805,3(ban₂),3(ban2)
205,P292805,še-ba,sze-ba
206,P292805,gur,gur
207,P292805,ši-ma-at-{d}suen,szi-ma-at-{d}suen
208,P292805,4(barig),4(barig)
209,P292805,{d}mar-tu-ma-lik,{d}mar-tu-ma-lik
210,P292805,1(barig),1(barig)
211,P292805,3(ban₂),3(ban2)
212,P292805,mes-rum-ga-ṣi,"mes?-rum-ga?-s,i?"
213,P292805,1(barig),1(barig)
214,P292805,geme₂-{d}nanna,geme2-{d}nanna
215,P292805,1(barig),1(barig)
216,P292805,iš₈-tar₂-re-zi,isz8-tar2-re-zi
217,P292805,1(barig),1(barig)
218,P292805,a-hi-li-bi,a-hi-li-bi
219,P292805,1(barig),1(barig)
220,P292805,hu-za-la-tum,hu-za-la-tum
221,P292805,1(barig),1(barig)
222,P292805,a-hu-ni,a-hu-ni
223,P292805,ašgab,aszgab
224,P292805,5(ban₂),5(ban2)
225,P292805,{d}suen-re-me-ni,{d}suen-re-me-ni
226,P292805,5(ban₂),5(ban2)
227,P292805,sa₃-bi-bu-um,sa3-bi-bu-um
228,P292805,5(ban₂),5(ban2)
229,P292805,ARAD-ku-bi,ARAD-ku-bi
230,P292805,5(ban₂),5(ban2)
231,P292805,ARAD-{d}mar-tu,ARAD-{d}mar-tu
232,P292805,4(ban₂),4(ban2)
233,P292805,{d}mar-tu-qa₂-ti-ṣa-ba-at,"{d}mar-tu-qa2-ti-s,a#-[ba]-at"
234,P292805,3(ban₂),3(ban2)
235,P292805,{d}mar-tu-x-x-a-nam,{d}mar-tu-x-x-a?-nam
236,P292805,3(ban₂),3(ban2)
237,P292805,ša-ma-a-a,sza-ma-a-a
238,P292805,4(ban₂),4(ban2)
239,P292805,ša-at-{d}mar-tu,sza-at-{d}mar-tu
240,P292805,4(ban₂),4(ban2)
241,P292805,ša-at-{d}suen,sza-at-{d}suen#
242,P292805,5(ban₂),5(ban2)
243,P292805,ši-ma-a-x-x-x,szi-ma-a-x-x-x
244,P292805,4(ban₂),4(ban2)
245,P292805,ta-ra-x,ta-ra-[x]
246,P292805,4(ban₂),4(ban2)
247,P292805,ta-ab-ni-iš,ta-ab-ni-isz#
248,P292805,3(ban₂),3(ban2)
249,P292805,HI-x,HI-[...]
250,P292805,3(ban₂),3(ban2)
251,P292805,ama-x,ama-x
252,P292805,3(ban₂),3(ban2)
253,P292805,e-ri-ib₂,e-ri-ib2#
254,P292805,3(ban₂),3(ban2)
255,P292805,iš₈-tar₂-da-am-qa₂-at,isz8-tar2-da-am-qa2-at
256,P292805,3(ban₂),3(ban2)
257,P292805,u₂-ku-pi₄-ša,u2-ku-pi4-sza
258,P292805,3(ban₂),3(ban2)
259,P292805,šu-bu-ul-tum,szu-bu-ul-tum
260,P292805,3(ban₂),3(ban2)
261,P292805,ri-ba-tum,ri-ba-tum
262,P292805,2(ban₂),2(ban2)
263,P292805,{d}nin-e₂-gal-ba-ni-at,{d}nin-e2-gal-ba-ni-at
269,P292805,giri₃,4(barig)
275,P292805,nig₂,ki
284,P292877,2(barig),2(barig)
285,P292877,duh,duh
286,P292877,ša₃-gal,sza3-gal
287,P292877,udu,udu
288,P292877,niga,niga
289,P292877,mu-kuₓ(DU),mu-kux(DU)
290,P292877,ama-sukkal,ama-sukkal
291,P292877,kišib,kiszib
292,P292877,{d}suen-ra-bi,{[d]}suen#-ra-bi
293,P292877,iti,iti#
294,P292877,šu-numun-a,szu-numun-a
295,P292877,u₄,u4
296,P292877,1(u),1(u)
297,P292877,7(diš)-kam,7(disz)-kam
298,P292877,mu,mu
299,P292877,us₂-sa,us2-sa
300,P292877,e₂-duru₅,e2-duru5
301,P292877,i₃-sa₃{ki},i3-sa3{ki}
302,P292877,ba-an-dab,ba-[an]-dab
303,P286515,1(diš),1(u)
315,P286515,1(diš),3(disz)
316,P286515,gin₂,gin2
318,P286515,i-ṣi₂-id,la-qi2-ip
321,P286515,igi,gin2
333,P286521,1(barig),1(barig)
334,P286521,zi₃-gu,zi3-gu#
335,P286521,2(ban₂),2(ban2)
336,P286521,2(diš),2(disz)
337,P286521,sila₃,sila3
338,P286521,lu₂-hun-ga₂,lu2-hun-ga2
339,P286521,giri₃,giri3
340,P286521,ur-{d}ba-ba₆,ur-{d}ba-ba6
341,P286521,1(ban₂),1(ban2)
342,P286521,2(diš),2(disz)
343,P286521,sila₃,sila3
344,P286521,sa₁₀-am₃,sa10-am3
345,P286521,si₂-ma-an-nam,si2-ma-an#-nam#
346,P286521,dabin,dabin
347,P286521,u₃,u3
348,P286521,si₂-ma-an-nam,si2-ma-an-nam
349,P286521,nig₂-ar₃-ra,nig2-ar3-ra
350,P286521,5(diš),5(disz)
351,P286521,sila₃,sila3
352,P286521,ninda-i₃-de₂-a,ninda-i3-de2-a
353,P286521,1(diš),1(disz)
354,P286521,sila₃,sila3
355,P286521,sa₁₀-am₃,sa10-am3
356,P286521,zi,zi
357,P286521,siskur₂-re-{d}nanna,siskur2-re-{d}nanna
358,P286521,e₂,e2
359,P286521,dabin,dabin
360,P286521,3(ban₂),3(ban2)
361,P286521,dabin,dabin
362,P286521,1(ban₂),1(ban2)
363,P286521,zi₃-gu,zi3-gu
364,P286521,3(ban₂),3(ban2)
365,P286521,nig₂-ar₃-ra,nig2-ar3-ra
366,P286521,2(ban₂),2(ban2)
367,P286521,zi₃,zi3
368,P286521,ma-ad-ga₂,ma-ad-ga2
369,P286521,{d}ab-u₂,{d}ab-u2#?
370,P286521,u₃,u3
371,P286521,{d}en-lil₂-la₂,{d}en-lil2-la2
372,P286521,5(diš),[5(disz)]
373,P286521,sila₃,sila3
374,P286521,dabin,dabin
375,P286521,ša₃-gal,sza3-gal
376,P286521,udu,udu
377,P286521,niga,niga
378,P286521,2(ban₂),2(ban2)#
379,P286521,ša₃-gal,sza3-gal
380,P286521,anše,ansze
381,P286521,suhub,suhub
382,P286521,giri₃,giri3
383,P286521,bu-ṣi₂-ia,"bu-s,i2-ia"
384,P286521,4(diš),4(disz)
385,P286521,sila₃,sila3
386,P286521,nig₂-tab,nig2-tab
387,P286521,a-la-a,a-la-a
388,P286521,u₃,u3
389,P286521,ab-a-ni,ab-[a]-ni
390,P286521,2(diš),2(disz)
391,P286521,sila₃,sila3
392,P286521,sa₁₀-am₃,sa10-am3
393,P286521,zi,zi
394,P286521,giri₃,giri3
395,P286521,{d}mar-tu-še-mi,{d}mar-tu-sze-mi
412,P292979,3(barig),3(barig)
413,P292979,duh,duh
414,P292979,ša₃-gal,sza3-gal
415,P292979,udu,udu
416,P292979,niga,niga
417,P292979,mu-kuₓ(DU),mu-kux(DU)
418,P292979,ama-sukkal,ama#-sukkal
419,P292979,kišib,kiszib
420,P292979,{d}suen-ra-bi,{d}suen-ra-bi
421,P292979,iti,iti
422,P292979,{geš}apin-du₈-a,{gesz}apin-du8-a
423,P292979,mu,mu
424,P292979,e₂-duru₅,e2-duru5
425,P292979,i₃-sa₃{ki},i3-sa3{ki}
426,P292979,ba-an-dab,ba-an-dab
427,P292915,1(u),1(u)
428,P292915,7(diš),7(disz)
429,P292915,erin₂,erin2
430,P292915,ia-ha-tum,ia-ha-tum
431,P292915,1(u),1(u)
432,P292915,3(diš),3(disz)
433,P292915,nu-ur₂-ra-tum,nu-ur2-ra-tum
434,P292915,8(diš),8(disz)
435,P292915,ur-{d}asar-lu₂-hi,ur-{d}asar-lu2-hi
436,P292915,7(diš),7(disz)
437,P292915,sa₃-ak-ni-ia,sa3-ak-ni-ia
438,P292915,6(diš),6(disz)
439,P292915,hu-nu-bu-um,hu-nu-bu-um
440,P292915,4(diš),4(disz)
441,P292915,bu-ur₂-bu-ru-um,bu-ur2-bu-ru-um
442,P292915,1(u),1(u)
443,P292915,6(diš),6(disz)
444,P292915,lugal-ibila,lugal-ibila
445,P292915,8(diš),8(disz)
446,P292915,sa₃-si₂-ia,sa3-si2-ia
447,P292915,7(diš),7(disz)
448,P292915,a-wi-li-ia,a-wi#-li-ia
449,P292915,4(diš),4(disz)
450,P292915,a-bi-e-ra-ah,a-bi-e-ra-ah
451,P292915,4(diš),4(disz)
452,P292915,ip-qu₂-iš₈-tar₂,ip-qu2-isz8-tar2
458,P292915,3(diš),1(disz)
460,P292915,2(diš),7(disz)
462,P292915,5(diš),3(disz)
464,P292915,3(diš),2(disz)
466,P292915,3(diš),5(disz)
467,P292915,ur-{d}šu-bu-la,u2#-ta-a-a
479,P292952,2(u),2(u)
480,P292952,4(aš),4(asz)
481,P292952,še-gu₄,sze-gu4
483,P292952,maš₂,1(asz)
495,P292952,1(diš),mu-a!(disz)
504,P292882,3(barig),3(barig)
505,P292882,duh,duh
506,P292882,ša₃-gal,sza3-gal
507,P292882,udu,udu
508,P292882,niga,niga
509,P292882,mu-kuₓ(DU),mu-kux(DU)
510,P292882,ama-sukkal,ama-sukkal
511,P292882,kišib,kiszib
512,P292882,{d}suen-ra-bi,{d}suen-ra-bi
513,P292882,iti,iti
514,P292882,še-sag₁₁-ku₅,sze-sag11-ku5
515,P292882,u₄,u4
516,P292882,2(u),2(u)
517,P292882,4(diš)-kam,4(disz)-kam
518,P292882,mu,mu
519,P292882,e₂-duru₅,e2-duru5
520,P292882,i₃-sa₃{ki},i3-sa3{ki}
521,P292882,ba-an-dab,ba-an-dab
522,P292882,{d}a-a,{d}a-a
523,P292882,{d}utu,{d}utu
524,P292866,3(u),3(u)
525,P292866,8(diš),8(disz)
526,P292866,1/3(diš),1/3(disz)
527,P292866,sar,sar
528,P292866,sahar,sahar
529,P292866,ki,ki#?
530,P292866,x-x-ru-um,x-x-ru-um
531,P292866,mu-kuₓ(DU),[mu]-kux(DU)
532,P292866,en-num-{d}da-mu,[en?-num?]-{d}da-mu
533,P292866,šu,[szu
534,P292866,ti-a,ti]-a
535,P292866,ṣi-ṣu₂-na-aw-ra-at,"[s,i-s,u2]-na#-aw-ra-at"
536,P292866,mu,mu
537,P292866,ṣi-ṣu₂-na-aw-ra-at,"s,i-s,u2-na-aw-ra-at"
546,P292866,us₂-sa,ib2-ra
552,P254776,2(iku),2(iku)
553,P254776,GAN₂,GAN2
554,P254776,1(geš₂),1(gesz2)
555,P254776,3(u),3(u)
556,P254776,1(diš),1(disz)
557,P254776,sar,sar
558,P254776,sig₄,sig4#
559,P254776,du₈-igi-nigin,du8-igi-nigin
560,P254776,4(iku),4(iku)
561,P254776,GAN₂,GAN2
562,P254776,2(u),2(u)
563,P254776,1(diš),1(disz)
564,P254776,sar,sar
565,P254776,x-nu,x-nu?
566,P254776,su-mu-a-bu-um,su-mu-a-bu-um
571,P254776,2(diš),1(esze3)
575,P254776,1(iku),2(disz)
579,P254776,3(diš),[1(iku)
592,P254776,1(eše₃),4(u)
593,P254776,1(iku),4(disz)
596,P254776,7(diš),1(esze3)#
599,P254776,1(eše₃),1(gesz2)
600,P254776,4(iku),7(disz)
605,P254776,sar,space
614,P254776,sig₄-a,sig4#
619,P292876,2(barig),2(barig)#
620,P292876,duh,duh
621,P292876,ša₃-gal,sza3-gal
622,P292876,gu₄,gu4
623,P292876,niga,niga
624,P292876,mu-kuₓ(DU),mu-kux(DU)
625,P292876,ama-sukkal,ama-sukkal
626,P292876,kišib,kiszib
627,P292876,{d}suen-ra-bi,{d}suen-ra-bi
628,P292876,iti,iti3
629,P292876,{geš}apin-du₈-a,{gesz}apin-du8-a
630,P292876,mu,mu
631,P292876,us₂-sa,us2-sa
632,P292876,e₂-duru₅,e2-duru5
633,P292876,i₃-sa₃{ki},i3-sa3{ki}
634,P292876,ba-an-dab,ba-[an]-dab
635,P293364,1(diš),1(disz)
636,P293364,gukkal,gukkal
637,P293364,ša-ku-ul-tum,sza-ku-ul-tum
638,P293364,1(diš),1(disz)
639,P293364,gukkal,gukkal
640,P293364,ša-ku-ul-tum,sza-ku-ul-tum
641,P293364,iti,iti
642,P293364,NE-NE-gar,NE-NE-gar
643,P293364,1(diš),1(disz)
644,P293364,udu,udu
645,P293364,ri-ri-ga,ri-ri-ga
646,P293364,iti,iti
647,P293364,du₆-ku₃,du6-ku3
648,P293364,2(diš),2(disz)
649,P293364,udu,udu
650,P293364,ri-ri-ga,ri-ri-ga
651,P293364,iti,iti
652,P293364,{geš}apin-du₈-a,{gesz}apin-du8-a
653,P293364,1(diš),[1(disz)]
654,P293364,gukkal,gukkal
656,P293364,{d}suen,{d}suen
657,P293364,1(diš),[1(disz)]
658,P293364,gukkal,gukkal
660,P293364,babbar,babbar
661,P293364,giri₃,giri3
662,P293364,lu₂-igi-sa₆,lu2-igi-sa6
663,P293364,1(diš),1(disz)
664,P293364,udu-nita₂,udu-nita2
665,P293364,geme₂-{d}mar-tu,geme2-{d}mar-tu
673,P254755,diš,disz
674,P254755,še-ba,sze-ba
675,P254755,i-din-{d}mar-tu,i-din-{d}mar-tu
676,P254755,diš,disz
677,P254755,{d}suen-i-din-na-aš,{d}suen-i-din-na-asz
678,P254755,diš,[disz]
679,P254755,i₃-li₂-pu-zu-ur,i3-li2-pu-zu-ur
680,P254755,diš,[disz]
681,P254755,x-x-du-um,x-x-du-um
682,P254755,diš,disz
683,P254755,i₃-li₂-e-mu-qi₂,i3-li2-e-mu-qi2
684,P254755,diš,disz
685,P254755,u₂-qa₂-dingir,u2-qa2-dingir
686,P254755,diš,disz
687,P254755,i₃-li₂-tab-ba-e,i3-li2-tab-ba-e
688,P254755,diš,disz
689,P254755,{d}suen-ga-mi-il,{d}suen-ga-mi-il
690,P254755,diš,disz
691,P254755,su₂-na-bu-um,su2-na-bu-um
692,P254755,iti,iti
693,P254755,gan-gan-e₃,gan-gan-e3
694,P254755,iti,iti
695,P254755,ab-e₃,ab-e3
696,P254755,u₃,u3
697,P254755,iti,iti
698,P254755,ud₂-duru₅,udru{duru5}
699,P254755,še-ba,sze-ba
700,P254755,5(aš),5(asz)
701,P254755,2(barig),2(barig)
702,P254755,gur,gur
703,P254755,diš,disz
704,P254755,sa₃-li-lum,sa3-li-lum
705,P254755,diš,disz
706,P254755,er₃-ra-ha-bi-iš,er3-ra-ha-bi-isz
707,P254755,diš,disz
708,P254755,en-um-{d}suen,en-um-{d}suen
709,P254755,diš,disz
710,P254755,a-wi-il-i₃-li₂,a-wi-il-i3-li2
711,P254755,diš,disz
712,P254755,i-ša-ru-um,i-sza-ru-um
713,P254755,diš,disz
714,P254755,na-hi-iš-ša-al-mu,na-hi-isz-sza-al-mu#
715,P254755,diš,disz
718,P254755,x-hu-x,x-hu-x
719,P254755,diš,disz
720,P254755,x-x-da-nu-um,x-x-da-nu-um
721,P254755,diš,disz
722,P254755,a-hu-ni,a-hu-ni
723,P254755,diš,disz
724,P254755,{d}suen-e-ri-iš,{d}suen#-e-ri-isz
725,P254755,diš,disz
727,P254755,diš,disz
730,P254755,4(diš),4(disz)
731,P254755,iti,iti
733,P254755,mu,[mu]
734,P254755,us₂-sa₃,us2#-sa3#
735,P254755,ugnim,ugnim#
736,P254755,kiš{ki},kisz{ki}
737,P254755,{geš}tukul,{gesz}tukul
738,P254755,ba-sig₃,ba-sig3
739,P292880,3(barig),3(barig)
740,P292880,duh,duh
741,P292880,ša₃-gal,sza3-gal
742,P292880,udu,udu
743,P292880,niga,niga
744,P292880,mu-kuₓ(DU),mu-kux(DU)
745,P292880,ama-sukkal,ama-sukkal
746,P292880,kišib,kiszib
747,P292880,{d}suen-ra-bi,{d}suen-ra-bi
748,P292880,iti,iti
749,P292880,še-sag₁₁-ku₅,sze-sag11-ku5
750,P292880,u₄,u4
751,P292880,1(u),1(u)
752,P292880,5(diš)-kam,5(disz)-kam
753,P292880,mu,mu
754,P292880,e₂-duru₅,e2-duru5
755,P292880,i₃-sa₃{ki},i3-sa3{ki}
756,P292880,ba-an-dab,ba-an-dab
757,P292881,1(aš),1(asz)
758,P292881,duh,duh#
759,P292881,ša₃-gal,sza3-gal
760,P292881,udu,udu
761,P292881,niga,niga#
762,P292881,mu-kuₓ(DU),mu-kux(DU)
763,P292881,ama-sukkal,ama#-sukkal
764,P292881,kišib,kiszib
765,P292881,{d}suen-ra-bi,{d}suen-ra-bi
766,P292881,iti,iti
767,P292881,kin-{d}inanna,kin-{d}inanna
768,P292881,u₄,u4
769,P292881,7(diš)-kam,7(disz)-kam
770,P292881,mu,mu
771,P292881,us₂-sa,us2-sa
772,P292881,e₂-duru₅,e2-duru5
773,P292881,i₃-sa₃{ki},i3-sa3{ki}
774,P292881,ba-an-dab,ba-an-dab
775,P292947,3(diš),3(disz)
776,P292947,maš₂-gal,masz2-gal
777,P292947,1(diš),1(disz)
778,P292947,maš₂,masz2
779,P292947,3(diš),3(disz)
780,P292947,maš₂,masz2
781,P292947,sig,sig!
782,P292947,2(u),2(u)
783,P292947,ud₅,ud5
784,P292947,gu-la,gu-la
785,P292947,4(diš),4(disz)
786,P292947,ud₅,ud5
787,P292947,sig,sig
792,P292947,3(u),3(u)
797,P292947,2(u),2(disz)
801,P292947,4(diš),7(disz)
802,P292947,u₈,u8
804,P292947,1(geš₂),4(disz)
805,P292947,u₈,u8
806,P292947,hi-a,sig
821,P292947,us₂-sa-a-bi,udu-hi-a
826,P292926,1(diš),1(disz)
827,P292926,gin₂,gin2
828,P292926,ku₃-babbar,ku3-babbar
829,P292926,7(diš),7(disz)
830,P292926,1/2(diš),1/2(disz)
831,P292926,sila₃,sila3
832,P292926,i₃-geš-bi,i3-gesz-bi
833,P292926,ki,ki
834,P292926,bu-ṣi₂-ia,"bu-s,i2-ia"
835,P292926,1(diš),1(disz)
836,P292926,gin₂,gin2
837,P292926,ku₃-babbar,ku3-babbar
838,P292926,7(diš),7(disz)
839,P292926,1/2(diš),1/2(disz)
840,P292926,i₃-geš-bi,i3-gesz-bi
841,P292926,ki,ki
842,P292926,šu-nu-nu,szu-nu-nu
843,P292926,dumu,_dumu_
844,P292926,na-bi-{d}suen,na-bi-{d}suen
849,P292926,1(barig),1(u)
851,P292926,ša₃-gal,i3-gesz
853,P292926,niga,1(barig)
863,P292926,i₃-geš-bi,sze-gesz-i3
864,P292926,1/3(diš),1(ban2)
871,P292926,iti,iti#?
882,P292926,ba-an-dab,gan#-[gan]-e3
883,P286518,1(u),1(u)
884,P286518,8(diš),8(disz)
885,P286518,gu₄,gu4
886,P286518,niga,niga
887,P286518,1(diš),1(disz)
888,P286518,gu₄,gu4
889,P286518,sag,sag
890,P286518,da,da
891,P286518,ud-hi-x,ud-hi-x
892,P286518,giri₃,giri3
893,P286518,lu₂-igi-sa₆,lu2-igi-sa6
894,P286518,3(diš),3(disz)
895,P286518,gu₄,gu4
896,P286518,1(diš),1(disz)
897,P286518,ab₂-mah₂,ab2-mah2
898,P286518,giri₃,giri3
899,P286518,e-te-el-lum,e-te-el-lum
900,P286518,4(diš),4(disz)
901,P286518,gu₄,gu4
902,P286518,giri₃,giri3
903,P286518,{d}suen-wa-qar,{d}suen-wa-qar
904,P286518,u₃,u3
905,P286518,{d}iškur-illat,{d}iszkur#-illat#
906,P286518,1(diš),1(disz)
907,P286518,gu₄,gu4
908,P286518,mu-da-x-{d}nanna,mu-da-x-{d}nanna
909,P286518,1(diš),1(disz)
910,P286518,gu₄,gu4
911,P286518,i₃-li₂-aš-ra-ni,i3-li2-asz-ra-ni
912,P286518,1(diš),1(disz)
913,P286518,gu₄,gu4
914,P286518,ia-an-ti-mu-um,ia-[an]-ti-mu-um
915,P286518,1(diš),1(disz)
916,P286518,ab₂-mah₂,ab2-mah2
917,P286518,ib-ni-{d}a-a,[ib]-ni-{d}a-a
918,P286518,1(diš),1(disz)
919,P286518,gu₄,gu4
920,P286518,1(diš),1(disz)
921,P286518,ab₂-mah₂,ab2-mah2
922,P286518,2(diš),2(disz)
923,P286518,amar-ga,amar-ga
924,P286518,nig₂-gur₁₁-{d}nanna,nig2-gur11-{d}nanna
925,P286518,1(diš),1(disz)
926,P286518,ab₂-mah₂,ab2-mah2
927,P286518,ha-bi-bu-um,ha-bi-bu-um
950,P286518,1(u),gu4
952,P286518,gu₄,1(u)
968,P286518,3(u),gu4
978,P286518,mu,3(u)
981,P292946,kišib,kiszib
982,P292946,{d}da-mu-gal-zu,{d}da-mu#-gal-zu
983,P292946,iti,iti
984,P292946,{geš}apin-du₈-a,{gesz}apin-du8-a
985,P292946,mu,mu
986,P292946,a-ku-us{ki},a-ku-us{ki}
987,P292946,ba-hul,ba-hul#
988,P292946,{d}da-mu-gal-zu,{d}da-mu-gal-zu
989,P292946,dub-sar,dub-sar
990,P292946,dumu,dumu
991,P292946,nig₂-gur₁₁-{d}suen,nig2-gur11-{d}[suen]
992,P300389,3(barig),3(barig)
993,P300389,duh,duh
994,P300389,ša₃-gal,sza3-gal
995,P300389,udu,udu
996,P300389,niga,niga
997,P300389,mu-kuₓ(DU),mu-kux(DU)
998,P300389,ama-sukkal,ama-sukkal
999,P300389,kišib,kiszib
1000,P300389,{d}suen-ra-bi,{d}suen-ra-bi
1001,P300389,iti,iti
1002,P300389,še-sag₁₁-ku₅,sze-sag11-ku5
1003,P300389,u₄,u4
1004,P300389,1(u),1(u)
1005,P300389,2(diš)-kam,2(disz)-kam
1006,P300389,mu,mu
1007,P300389,e₂-duru₅,e2-duru5
1008,P300389,i₃-sa₃{ki},i3-sa3{ki}
1009,P300389,ba-an-dab₅,ba-an-dab5
